"reef_name","global_label","year","Mean","SD","N","SE","surveyid","sub_region","optional","Bleaching","Cyclone","Density","Threat","Density.cat","Cyclone.cat","Bleaching.cat","Threat.cat","lng","lat"
"Agincourt Reef 5","MSEM",2012,0.016304347826087,0.0285825348695667,92,0.00297993525529681,14013,"Cairns-Cooktown",TRUE,0.227774128317833,1.88456606864929,0.187423273921013,2.94593048095703,"High","High","High","Low",145.828992,-16.04228
"Agincourt Reef 5","NON_COLONIZABLE",2012,0.165652173913043,0.25173378729434,92,0.0262450615780238,14013,"Cairns-Cooktown",TRUE,0.227774128317833,1.88456606864929,0.187423273921013,2.94593048095703,"High","High","High","Low",145.828992,-16.04228
"Agincourt Reef 5","OTH-SF",2012,0.0752173913043478,0.0729515609405952,92,0.00760572599203859,14013,"Cairns-Cooktown",TRUE,0.227774128317833,1.88456606864929,0.187423273921013,2.94593048095703,"High","High","High","Low",145.828992,-16.04228
"Agincourt Reef 5","OTHER",2012,0.0108695652173913,0.0195359445504746,92,0.00203676301549685,14013,"Cairns-Cooktown",TRUE,0.227774128317833,1.88456606864929,0.187423273921013,2.94593048095703,"High","High","High","Low",145.828992,-16.04228
"Chicken Reef","ACR_BRA",2012,0.0020253164556962,0.00686495127355726,79,0.000772367361832598,11003,"Townsville-Whitsunday",TRUE,0.352805078029633,2.2872154712677,1.45076620578766,3.75549817085266,"High","High","High","High",147.723688,-18.65541
"Chicken Reef","ACR_TCD",2012,0.00506329113924051,0.0176775547764867,79,0.00198888029969823,11003,"Townsville-Whitsunday",TRUE,0.352805078029633,2.2872154712677,1.45076620578766,3.75549817085266,"High","High","High","High",147.723688,-18.65541
"Chicken Reef","BRA_nACR",2012,0.00962025316455696,0.01970572206204,79,0.00221706694710122,11003,"Townsville-Whitsunday",TRUE,0.352805078029633,2.2872154712677,1.45076620578766,3.75549817085266,"High","High","High","High",147.723688,-18.65541
"Chicken Reef","CCA",2012,0.0187341772151899,0.0301009876576865,79,0.00338662570195866,11003,"Townsville-Whitsunday",TRUE,0.352805078029633,2.2872154712677,1.45076620578766,3.75549817085266,"High","High","High","High",147.723688,-18.65541
"Chicken Reef","EAM",2012,0.842784810126582,0.138035082022194,79,0.0155301600686501,11003,"Townsville-Whitsunday",TRUE,0.352805078029633,2.2872154712677,1.45076620578766,3.75549817085266,"High","High","High","High",147.723688,-18.65541
"Chicken Reef","FLP",2012,0.0151898734177215,0.0224671132589147,79,0.00252774772963396,11003,"Townsville-Whitsunday",TRUE,0.352805078029633,2.2872154712677,1.45076620578766,3.75549817085266,"High","High","High","High",147.723688,-18.65541
"Chicken Reef","GORG",2012,0.000506329113924051,0.00316176442837726,79,0.000355726290394554,11003,"Townsville-Whitsunday",TRUE,0.352805078029633,2.2872154712677,1.45076620578766,3.75549817085266,"High","High","High","High",147.723688,-18.65541
"Chicken Reef","MACRO",2012,0.00582278481012658,0.0237836183083591,79,0.00267586611989775,11003,"Townsville-Whitsunday",TRUE,0.352805078029633,2.2872154712677,1.45076620578766,3.75549817085266,"High","High","High","High",147.723688,-18.65541
"Chicken Reef","MSE",2012,0.0149367088607595,0.0362990929363792,79,0.00408396702773096,11003,"Townsville-Whitsunday",TRUE,0.352805078029633,2.2872154712677,1.45076620578766,3.75549817085266,"High","High","High","High",147.723688,-18.65541
"Chicken Reef","MSEM",2012,0.0159493670886076,0.0563305033580266,79,0.00633767677811885,11003,"Townsville-Whitsunday",TRUE,0.352805078029633,2.2872154712677,1.45076620578766,3.75549817085266,"High","High","High","High",147.723688,-18.65541
"Chicken Reef","NON_COLONIZABLE",2012,0.0372151898734177,0.0809389879249157,79,0.00910634760275202,11003,"Townsville-Whitsunday",TRUE,0.352805078029633,2.2872154712677,1.45076620578766,3.75549817085266,"High","High","High","High",147.723688,-18.65541
"Chicken Reef","OTH-SF",2012,0.0235443037974684,0.0361988091135587,79,0.00407268421615955,11003,"Townsville-Whitsunday",TRUE,0.352805078029633,2.2872154712677,1.45076620578766,3.75549817085266,"High","High","High","High",147.723688,-18.65541
"Chicken Reef","OTHER",2012,0.00860759493670886,0.0188607703852766,79,0.00212200245626186,11003,"Townsville-Whitsunday",TRUE,0.352805078029633,2.2872154712677,1.45076620578766,3.75549817085266,"High","High","High","High",147.723688,-18.65541
"Davies Reef","ACR_BRA",2012,0.0149367088607595,0.0244882712753509,79,0.00275514577264916,11001,"Townsville-Whitsunday",TRUE,0.370723575353622,2.22346568107605,1.45076620578766,2.42551684379578,"High","High","High","Low",147.657321,-18.801593
"Davies Reef","ACR_TCD",2012,0.00886075949367089,0.0225881374456135,79,0.00254136401445138,11001,"Townsville-Whitsunday",TRUE,0.370723575353622,2.22346568107605,1.45076620578766,2.42551684379578,"High","High","High","Low",147.657321,-18.801593
"Davies Reef","BRA_nACR",2012,0.0243037974683544,0.033994099952024,79,0.00382463505588921,11001,"Townsville-Whitsunday",TRUE,0.370723575353622,2.22346568107605,1.45076620578766,2.42551684379578,"High","High","High","Low",147.657321,-18.801593
"Davies Reef","CCA",2012,0.0126582278481013,0.0222289289890157,79,0.00250094990560853,11001,"Townsville-Whitsunday",TRUE,0.370723575353622,2.22346568107605,1.45076620578766,2.42551684379578,"High","High","High","Low",147.657321,-18.801593
"Davies Reef","EAM",2012,0.613670886075949,0.227912360659778,79,0.0256421439449804,11001,"Townsville-Whitsunday",TRUE,0.370723575353622,2.22346568107605,1.45076620578766,2.42551684379578,"High","High","High","Low",147.657321,-18.801593
"Davies Reef","FLP",2012,0.0344303797468354,0.0412542720536244,79,0.00464146823490434,11001,"Townsville-Whitsunday",TRUE,0.370723575353622,2.22346568107605,1.45076620578766,2.42551684379578,"High","High","High","Low",147.657321,-18.801593
"Davies Reef","GORG",2012,0.0010126582278481,0.00441295781640688,79,0.00049649654465363,11001,"Townsville-Whitsunday",TRUE,0.370723575353622,2.22346568107605,1.45076620578766,2.42551684379578,"High","High","High","Low",147.657321,-18.801593
"Davies Reef","MACRO",2012,0.0407594936708861,0.0793850104028677,79,0.0089315114719153,11001,"Townsville-Whitsunday",TRUE,0.370723575353622,2.22346568107605,1.45076620578766,2.42551684379578,"High","High","High","Low",147.657321,-18.801593
"Davies Reef","MSE",2012,0.0334177215189873,0.0650618261377821,79,0.00732002733997712,11001,"Townsville-Whitsunday",TRUE,0.370723575353622,2.22346568107605,1.45076620578766,2.42551684379578,"High","High","High","Low",147.657321,-18.801593
"Davies Reef","MSEM",2012,0.0258227848101266,0.0407810789125743,79,0.00458822984712468,11001,"Townsville-Whitsunday",TRUE,0.370723575353622,2.22346568107605,1.45076620578766,2.42551684379578,"High","High","High","Low",147.657321,-18.801593
"Davies Reef","NON_COLONIZABLE",2012,0.110632911392405,0.204383637335883,79,0.0229949557513855,11001,"Townsville-Whitsunday",TRUE,0.370723575353622,2.22346568107605,1.45076620578766,2.42551684379578,"High","High","High","Low",147.657321,-18.801593
"Davies Reef","OTH-SF",2012,0.0622784810126582,0.0624284075518347,79,0.0070237446010648,11001,"Townsville-Whitsunday",TRUE,0.370723575353622,2.22346568107605,1.45076620578766,2.42551684379578,"High","High","High","Low",147.657321,-18.801593
"Davies Reef","OTHER",2012,0.0172151898734177,0.0269347125596063,79,0.00303039192157333,11001,"Townsville-Whitsunday",TRUE,0.370723575353622,2.22346568107605,1.45076620578766,2.42551684379578,"High","High","High","Low",147.657321,-18.801593
"Day Reef","ACR_BRA",2012,0.0277215189873418,0.0623213240558389,158,0.00495801833120988,12007,"Cairns-Cooktown",TRUE,0.135816127061844,2.00026941299438,0.005367711186409,2.97522163391113,"High","High","Low","Low",145.514675,-14.491223
"Day Reef","ACR_TCD",2012,0.0245569620253165,0.044055479451401,158,0.00350486575854163,12007,"Cairns-Cooktown",TRUE,0.135816127061844,2.00026941299438,0.005367711186409,2.97522163391113,"High","High","Low","Low",145.514675,-14.491223
"Day Reef","BRA_nACR",2012,0.0712025316455696,0.0663359294421298,158,0.00527740318702536,12007,"Cairns-Cooktown",TRUE,0.135816127061844,2.00026941299438,0.005367711186409,2.97522163391113,"High","High","Low","Low",145.514675,-14.491223
"Day Reef","CCA",2012,0.0783544303797468,0.0855991305948293,158,0.00680990118638261,12007,"Cairns-Cooktown",TRUE,0.135816127061844,2.00026941299438,0.005367711186409,2.97522163391113,"High","High","Low","Low",145.514675,-14.491223
"Day Reef","EAM",2012,0.561518987341772,0.175325637757343,158,0.0139481588220609,12007,"Cairns-Cooktown",TRUE,0.135816127061844,2.00026941299438,0.005367711186409,2.97522163391113,"High","High","Low","Low",145.514675,-14.491223
"Day Reef","FLP",2012,0.0408860759493671,0.0475566004961014,158,0.00378339999353086,12007,"Cairns-Cooktown",TRUE,0.135816127061844,2.00026941299438,0.005367711186409,2.97522163391113,"High","High","Low","Low",145.514675,-14.491223
"Day Reef","GORG",2012,0.000379746835443038,0.00354876419673589,158,0.000282324520653527,12007,"Cairns-Cooktown",TRUE,0.135816127061844,2.00026941299438,0.005367711186409,2.97522163391113,"High","High","Low","Low",145.514675,-14.491223
"Day Reef","MACRO",2012,0.0381012658227848,0.0790158566585406,158,0.00628616403300873,12007,"Cairns-Cooktown",TRUE,0.135816127061844,2.00026941299438,0.005367711186409,2.97522163391113,"High","High","Low","Low",145.514675,-14.491223
"Day Reef","MSE",2012,0.0244303797468354,0.038299750891177,158,0.00304696458035918,12007,"Cairns-Cooktown",TRUE,0.135816127061844,2.00026941299438,0.005367711186409,2.97522163391113,"High","High","Low","Low",145.514675,-14.491223
"Day Reef","MSEM",2012,0.019746835443038,0.0353318997902467,158,0.00281085502418977,12007,"Cairns-Cooktown",TRUE,0.135816127061844,2.00026941299438,0.005367711186409,2.97522163391113,"High","High","Low","Low",145.514675,-14.491223
"Day Reef","NON_COLONIZABLE",2012,0.0743670886075949,0.160677045016678,158,0.012782779356285,12007,"Cairns-Cooktown",TRUE,0.135816127061844,2.00026941299438,0.005367711186409,2.97522163391113,"High","High","Low","Low",145.514675,-14.491223
"Day Reef","OTH-SF",2012,0.029746835443038,0.052442863869296,158,0.00417213023542547,12007,"Cairns-Cooktown",TRUE,0.135816127061844,2.00026941299438,0.005367711186409,2.97522163391113,"High","High","Low","Low",145.514675,-14.491223
"Day Reef","OTHER",2012,0.0089873417721519,0.0187232568828938,158,0.00148954233966795,12007,"Cairns-Cooktown",TRUE,0.135816127061844,2.00026941299438,0.005367711186409,2.97522163391113,"High","High","Low","Low",145.514675,-14.491223
"Flinders Reef","ACR_BRA",2012,0.00378666666666667,0.0139348113059312,375,0.000719590561605525,10011,"Coral Sea",TRUE,0.24711275100708,3.48099637031555,1.45076620578766,2.2381591796875,"High","High","High","Low",148.3953567,-17.71346389
"Flinders Reef","ACR_TCD",2012,0.0146133333333333,0.0447906279985694,375,0.00231297808406175,10011,"Coral Sea",TRUE,0.24711275100708,3.48099637031555,1.45076620578766,2.2381591796875,"High","High","High","Low",148.3953567,-17.71346389
"Flinders Reef","BRA_nACR",2012,0.01696,0.0288891667795949,375,0.00149183015764239,10011,"Coral Sea",TRUE,0.24711275100708,3.48099637031555,1.45076620578766,2.2381591796875,"High","High","High","Low",148.3953567,-17.71346389
"Flinders Reef","CCA",2012,0.0754133333333333,0.0928011924442411,375,0.00479223297126314,10011,"Coral Sea",TRUE,0.24711275100708,3.48099637031555,1.45076620578766,2.2381591796875,"High","High","High","Low",148.3953567,-17.71346389
"Flinders Reef","EAM",2012,0.543786666666667,0.257817987725855,375,0.0133136636375326,10011,"Coral Sea",TRUE,0.24711275100708,3.48099637031555,1.45076620578766,2.2381591796875,"High","High","High","Low",148.3953567,-17.71346389
"Flinders Reef","FLP",2012,0.0210133333333333,0.0382510330968567,375,0.00197527485545806,10011,"Coral Sea",TRUE,0.24711275100708,3.48099637031555,1.45076620578766,2.2381591796875,"High","High","High","Low",148.3953567,-17.71346389
"Flinders Reef","GORG",2012,0.00128,0.00817351926114446,375,0.000422078719710907,10011,"Coral Sea",TRUE,0.24711275100708,3.48099637031555,1.45076620578766,2.2381591796875,"High","High","High","Low",148.3953567,-17.71346389
"Flinders Reef","MACRO",2012,0.103253333333333,0.145811677434602,375,0.00752968264515707,10011,"Coral Sea",TRUE,0.24711275100708,3.48099637031555,1.45076620578766,2.2381591796875,"High","High","High","Low",148.3953567,-17.71346389
"Flinders Reef","MSE",2012,0.0180266666666667,0.0454490292553048,375,0.00234697777876119,10011,"Coral Sea",TRUE,0.24711275100708,3.48099637031555,1.45076620578766,2.2381591796875,"High","High","High","Low",148.3953567,-17.71346389
"Flinders Reef","MSEM",2012,0.0114666666666667,0.0305341630942216,375,0.00157677740205735,10011,"Coral Sea",TRUE,0.24711275100708,3.48099637031555,1.45076620578766,2.2381591796875,"High","High","High","Low",148.3953567,-17.71346389
"Flinders Reef","NON_COLONIZABLE",2012,0.164586666666667,0.26885034966861,375,0.0138833723585142,10011,"Coral Sea",TRUE,0.24711275100708,3.48099637031555,1.45076620578766,2.2381591796875,"High","High","High","Low",148.3953567,-17.71346389
"Flinders Reef","OTH-SF",2012,0.02176,0.0409786170926195,375,0.00211612668733768,10011,"Coral Sea",TRUE,0.24711275100708,3.48099637031555,1.45076620578766,2.2381591796875,"High","High","High","Low",148.3953567,-17.71346389
"Flinders Reef","OTHER",2012,0.00405333333333333,0.0132680039455357,375,0.000685156777579656,10011,"Coral Sea",TRUE,0.24711275100708,3.48099637031555,1.45076620578766,2.2381591796875,"High","High","High","Low",148.3953567,-17.71346389
"Great Detached Reef","ACR_BRA",2012,0.0288416988416988,0.0783070014208268,259,0.00486576031491148,15001,"Far Northern",TRUE,0.0385853052139282,0.937110126018524,0.00258251186460257,3.34648847579956,"Low","Low","Low","High",144.0269708,-11.84287649
"Great Detached Reef","ACR_TCD",2012,0.0406236106236106,0.0616766671061435,259,0.00383240162074783,15001,"Far Northern",TRUE,0.0385853052139282,0.937110126018524,0.00258251186460257,3.34648847579956,"Low","Low","Low","High",144.0269708,-11.84287649
"Great Detached Reef","BRA_nACR",2012,0.066023166023166,0.0560040094427031,259,0.00347991982425414,15001,"Far Northern",TRUE,0.0385853052139282,0.937110126018524,0.00258251186460257,3.34648847579956,"Low","Low","Low","High",144.0269708,-11.84287649
"Great Detached Reef","CCA",2012,0.0532834132834133,0.0541638289483765,259,0.00336557657193817,15001,"Far Northern",TRUE,0.0385853052139282,0.937110126018524,0.00258251186460257,3.34648847579956,"Low","Low","Low","High",144.0269708,-11.84287649
"Great Detached Reef","EAM",2012,0.412795522795523,0.205180119824132,259,0.0127492723043219,15001,"Far Northern",TRUE,0.0385853052139282,0.937110126018524,0.00258251186460257,3.34648847579956,"Low","Low","Low","High",144.0269708,-11.84287649
"Great Detached Reef","FLP",2012,0.0512756912756913,0.0476286747097548,259,0.00295950184593476,15001,"Far Northern",TRUE,0.0385853052139282,0.937110126018524,0.00258251186460257,3.34648847579956,"Low","Low","Low","High",144.0269708,-11.84287649
"Great Detached Reef","GORG",2012,0.00111969111969112,0.00473126233843315,259,0.00029398633721225,15001,"Far Northern",TRUE,0.0385853052139282,0.937110126018524,0.00258251186460257,3.34648847579956,"Low","Low","Low","High",144.0269708,-11.84287649
"Great Detached Reef","MACRO",2012,0.0276841776841777,0.0559071411332741,259,0.00347390072037786,15001,"Far Northern",TRUE,0.0385853052139282,0.937110126018524,0.00258251186460257,3.34648847579956,"Low","Low","Low","High",144.0269708,-11.84287649
"Great Detached Reef","MSE",2012,0.0533707733707734,0.101161501604116,259,0.00628586985800794,15001,"Far Northern",TRUE,0.0385853052139282,0.937110126018524,0.00258251186460257,3.34648847579956,"Low","Low","Low","High",144.0269708,-11.84287649
"Great Detached Reef","MSEM",2012,0.0216992316992317,0.0320277348567372,259,0.00199010661134793,15001,"Far Northern",TRUE,0.0385853052139282,0.937110126018524,0.00258251186460257,3.34648847579956,"Low","Low","Low","High",144.0269708,-11.84287649
"Great Detached Reef","NON_COLONIZABLE",2012,0.10949845949846,0.22994619069392,259,0.0142881610704348,15001,"Far Northern",TRUE,0.0385853052139282,0.937110126018524,0.00258251186460257,3.34648847579956,"Low","Low","Low","High",144.0269708,-11.84287649
"Great Detached Reef","OTH-SF",2012,0.106834366834367,0.159405196592123,259,0.00990495697058229,15001,"Far Northern",TRUE,0.0385853052139282,0.937110126018524,0.00258251186460257,3.34648847579956,"Low","Low","Low","High",144.0269708,-11.84287649
"Great Detached Reef","OTHER",2012,0.026950196950197,0.0559029798213762,259,0.00347364214903783,15001,"Far Northern",TRUE,0.0385853052139282,0.937110126018524,0.00258251186460257,3.34648847579956,"Low","Low","Low","High",144.0269708,-11.84287649
"Heron Island Reef","ACR_BRA",2012,0.0521739130434783,0.106160008684346,92,0.0110679460035552,13001,"Mackay-Capricorn",TRUE,0.512286901473999,0.666666686534882,0.220567807555199,3.35222959518433,"High","Low","High","High",151.994908,-23.429366
"Heron Island Reef","ACR_TCD",2012,0.0210869565217391,0.0375472309667812,92,0.00391456943225202,13001,"Mackay-Capricorn",TRUE,0.512286901473999,0.666666686534882,0.220567807555199,3.35222959518433,"High","Low","High","High",151.994908,-23.429366
"Heron Island Reef","BRA_nACR",2012,0.0221739130434783,0.0345083549990376,92,0.00359774471134893,13001,"Mackay-Capricorn",TRUE,0.512286901473999,0.666666686534882,0.220567807555199,3.35222959518433,"High","Low","High","High",151.994908,-23.429366
"Heron Island Reef","CCA",2012,0.0241304347826087,0.0337460514226787,92,0.00351826906956988,13001,"Mackay-Capricorn",TRUE,0.512286901473999,0.666666686534882,0.220567807555199,3.35222959518433,"High","Low","High","High",151.994908,-23.429366
"Heron Island Reef","EAM",2012,0.394565217391304,0.237016311598355,92,0.02471065866745,13001,"Mackay-Capricorn",TRUE,0.512286901473999,0.666666686534882,0.220567807555199,3.35222959518433,"High","Low","High","High",151.994908,-23.429366
"Heron Island Reef","FLP",2012,0.0341304347826087,0.0731422244507992,92,0.00762560403709472,13001,"Mackay-Capricorn",TRUE,0.512286901473999,0.666666686534882,0.220567807555199,3.35222959518433,"High","Low","High","High",151.994908,-23.429366
"Heron Island Reef","GORG",2012,0.00869565217391304,0.02486081657285,92,0.00259191930033412,13001,"Mackay-Capricorn",TRUE,0.512286901473999,0.666666686534882,0.220567807555199,3.35222959518433,"High","Low","High","High",151.994908,-23.429366
"Heron Island Reef","MACRO",2012,0.196304347826087,0.219768696544546,92,0.0229124704940365,13001,"Mackay-Capricorn",TRUE,0.512286901473999,0.666666686534882,0.220567807555199,3.35222959518433,"High","Low","High","High",151.994908,-23.429366
"Heron Island Reef","MSE",2012,0.0126086956521739,0.0301960467981493,92,0.00314815550247806,13001,"Mackay-Capricorn",TRUE,0.512286901473999,0.666666686534882,0.220567807555199,3.35222959518433,"High","Low","High","High",151.994908,-23.429366
"Heron Island Reef","MSEM",2012,0.0145652173913043,0.0273525233775068,92,0.00285169769252163,13001,"Mackay-Capricorn",TRUE,0.512286901473999,0.666666686534882,0.220567807555199,3.35222959518433,"High","Low","High","High",151.994908,-23.429366
"Heron Island Reef","NON_COLONIZABLE",2012,0.17804347826087,0.282999006445795,92,0.0295046860038896,13001,"Mackay-Capricorn",TRUE,0.512286901473999,0.666666686534882,0.220567807555199,3.35222959518433,"High","Low","High","High",151.994908,-23.429366
"Heron Island Reef","OTH-SF",2012,0.0343478260869565,0.0467235109847136,92,0.00487126275783343,13001,"Mackay-Capricorn",TRUE,0.512286901473999,0.666666686534882,0.220567807555199,3.35222959518433,"High","Low","High","High",151.994908,-23.429366
"Heron Island Reef","OTHER",2012,0.00717391304347826,0.0161262932495468,92,0.0016812822939209,13001,"Mackay-Capricorn",TRUE,0.512286901473999,0.666666686534882,0.220567807555199,3.35222959518433,"High","Low","High","High",151.994908,-23.429366
"Holmes Reef","ACR_BRA",2012,0.00395437262357414,0.0187273988436304,263,0.00115478088295422,10005,"Coral Sea",TRUE,0.188344955444336,3.22722244262695,1.45076620578766,3.41703867912292,"High","High","High","High",147.8037589,-16.52573951
"Holmes Reef","ACR_TCD",2012,0.0186311787072243,0.0551855725812864,263,0.00340288818345039,10005,"Coral Sea",TRUE,0.188344955444336,3.22722244262695,1.45076620578766,3.41703867912292,"High","High","High","High",147.8037589,-16.52573951
"Holmes Reef","BRA_nACR",2012,0.0300380228136882,0.0514484704693255,263,0.00317244859530609,10005,"Coral Sea",TRUE,0.188344955444336,3.22722244262695,1.45076620578766,3.41703867912292,"High","High","High","High",147.8037589,-16.52573951
"Holmes Reef","CCA",2012,0.0209125475285171,0.0439543912036186,263,0.00271034387143914,10005,"Coral Sea",TRUE,0.188344955444336,3.22722244262695,1.45076620578766,3.41703867912292,"High","High","High","High",147.8037589,-16.52573951
"Holmes Reef","EAM",2012,0.675513307984791,0.263626396118861,263,0.0162558999796024,10005,"Coral Sea",TRUE,0.188344955444336,3.22722244262695,1.45076620578766,3.41703867912292,"High","High","High","High",147.8037589,-16.52573951
"Holmes Reef","FLP",2012,0.00806083650190114,0.0170887922084893,263,0.00105374006929171,10005,"Coral Sea",TRUE,0.188344955444336,3.22722244262695,1.45076620578766,3.41703867912292,"High","High","High","High",147.8037589,-16.52573951
"Holmes Reef","GORG",2012,0.00106463878326996,0.00645060537447989,263,0.00039776136729553,10005,"Coral Sea",TRUE,0.188344955444336,3.22722244262695,1.45076620578766,3.41703867912292,"High","High","High","High",147.8037589,-16.52573951
"Holmes Reef","MACRO",2012,0.0575665399239544,0.10343790012125,263,0.0063782541628078,10005,"Coral Sea",TRUE,0.188344955444336,3.22722244262695,1.45076620578766,3.41703867912292,"High","High","High","High",147.8037589,-16.52573951
"Holmes Reef","MSE",2012,0.0191634980988593,0.057671614777769,263,0.00355618411240915,10005,"Coral Sea",TRUE,0.188344955444336,3.22722244262695,1.45076620578766,3.41703867912292,"High","High","High","High",147.8037589,-16.52573951
"Holmes Reef","MSEM",2012,0.00760456273764259,0.0179896996105845,263,0.00110929239953993,10005,"Coral Sea",TRUE,0.188344955444336,3.22722244262695,1.45076620578766,3.41703867912292,"High","High","High","High",147.8037589,-16.52573951
"Holmes Reef","NON_COLONIZABLE",2012,0.130342205323194,0.237762062741488,263,0.014661036860387,10005,"Coral Sea",TRUE,0.188344955444336,3.22722244262695,1.45076620578766,3.41703867912292,"High","High","High","High",147.8037589,-16.52573951
"Holmes Reef","OTH-SF",2012,0.0231178707224335,0.043239230932477,263,0.00266624519995473,10005,"Coral Sea",TRUE,0.188344955444336,3.22722244262695,1.45076620578766,3.41703867912292,"High","High","High","High",147.8037589,-16.52573951
"Holmes Reef","OTHER",2012,0.00403041825095057,0.0247836252156949,263,0.00152822379917011,10005,"Coral Sea",TRUE,0.188344955444336,3.22722244262695,1.45076620578766,3.41703867912292,"High","High","High","High",147.8037589,-16.52573951
"Knife Reef","ACR_BRA",2012,0.00192,0.00930625873339567,125,0.000832377085762952,11005,"Townsville-Whitsunday",TRUE,0.357709378004074,2.21161031723022,1.45076620578766,3.18257260322571,"High","High","High","High",147.561988,-18.586979
"Knife Reef","ACR_TCD",2012,0.01504,0.0353467614978671,125,0.00316151045974812,11005,"Townsville-Whitsunday",TRUE,0.357709378004074,2.21161031723022,1.45076620578766,3.18257260322571,"High","High","High","High",147.561988,-18.586979
"Knife Reef","BRA_nACR",2012,0.0168,0.0439501183528077,125,0.00393101809024156,11005,"Townsville-Whitsunday",TRUE,0.357709378004074,2.21161031723022,1.45076620578766,3.18257260322571,"High","High","High","High",147.561988,-18.586979
"Knife Reef","CCA",2012,0.01904,0.0249975482668769,125,0.00223584868782275,11005,"Townsville-Whitsunday",TRUE,0.357709378004074,2.21161031723022,1.45076620578766,3.18257260322571,"High","High","High","High",147.561988,-18.586979
"Knife Reef","EAM",2012,0.708,0.257268530477774,125,0.0230107969047912,11005,"Townsville-Whitsunday",TRUE,0.357709378004074,2.21161031723022,1.45076620578766,3.18257260322571,"High","High","High","High",147.561988,-18.586979
"Knife Reef","FLP",2012,0.01536,0.0267769761476703,125,0.00239500555592325,11005,"Townsville-Whitsunday",TRUE,0.357709378004074,2.21161031723022,1.45076620578766,3.18257260322571,"High","High","High","High",147.561988,-18.586979
"Knife Reef","GORG",2012,0,0,125,0,11005,"Townsville-Whitsunday",TRUE,0.357709378004074,2.21161031723022,1.45076620578766,3.18257260322571,"High","High","High","High",147.561988,-18.586979
"Knife Reef","MACRO",2012,0.00896,0.0331619681115621,125,0.00296609659860532,11005,"Townsville-Whitsunday",TRUE,0.357709378004074,2.21161031723022,1.45076620578766,3.18257260322571,"High","High","High","High",147.561988,-18.586979
"Knife Reef","MSE",2012,0.10944,0.205325485117435,125,0.0183648696894282,11005,"Townsville-Whitsunday",TRUE,0.357709378004074,2.21161031723022,1.45076620578766,3.18257260322571,"High","High","High","High",147.561988,-18.586979
"Knife Reef","MSEM",2012,0.02048,0.0542672003355439,125,0.00485380595595502,11005,"Townsville-Whitsunday",TRUE,0.357709378004074,2.21161031723022,1.45076620578766,3.18257260322571,"High","High","High","High",147.561988,-18.586979
"Knife Reef","NON_COLONIZABLE",2012,0.06176,0.158175402842908,125,0.0141476381250062,11005,"Townsville-Whitsunday",TRUE,0.357709378004074,2.21161031723022,1.45076620578766,3.18257260322571,"High","High","High","High",147.561988,-18.586979
"Knife Reef","OTH-SF",2012,0.0184,0.0408458944910525,125,0.0036533678673511,11005,"Townsville-Whitsunday",TRUE,0.357709378004074,2.21161031723022,1.45076620578766,3.18257260322571,"High","High","High","High",147.561988,-18.586979
"Knife Reef","OTHER",2012,0.0048,0.0128012096202638,125,0.00114497499620537,11005,"Townsville-Whitsunday",TRUE,0.357709378004074,2.21161031723022,1.45076620578766,3.18257260322571,"High","High","High","High",147.561988,-18.586979
"Mantis Reef","ACR_BRA",2012,0.0184810126582278,0.0324664958504538,79,0.00365276616668105,15012,"Far Northern",TRUE,0.0537255965173244,1.27907168865204,0.00258251209743321,2.62303757667542,"Low","Low","Low","Low",143.9293397,-12.23946171
"Mantis Reef","ACR_TCD",2012,0.0670886075949367,0.0773296622482018,79,0.00870026673781478,15012,"Far Northern",TRUE,0.0537255965173244,1.27907168865204,0.00258251209743321,2.62303757667542,"Low","Low","Low","Low",143.9293397,-12.23946171
"Mantis Reef","BRA_nACR",2012,0.060506329113924,0.0521314594270375,79,0.00586524742589758,15012,"Far Northern",TRUE,0.0537255965173244,1.27907168865204,0.00258251209743321,2.62303757667542,"Low","Low","Low","Low",143.9293397,-12.23946171
"Mantis Reef","CCA",2012,0.106075949367089,0.105458920444554,79,0.0118650555436888,15012,"Far Northern",TRUE,0.0537255965173244,1.27907168865204,0.00258251209743321,2.62303757667542,"Low","Low","Low","Low",143.9293397,-12.23946171
"Mantis Reef","EAM",2012,0.430632911392405,0.186845210666764,79,0.021021728586715,15012,"Far Northern",TRUE,0.0537255965173244,1.27907168865204,0.00258251209743321,2.62303757667542,"Low","Low","Low","Low",143.9293397,-12.23946171
"Mantis Reef","FLP",2012,0.0637974683544304,0.0685435253346622,79,0.00771174910408448,15012,"Far Northern",TRUE,0.0537255965173244,1.27907168865204,0.00258251209743321,2.62303757667542,"Low","Low","Low","Low",143.9293397,-12.23946171
"Mantis Reef","GORG",2012,0,0,79,0,15012,"Far Northern",TRUE,0.0537255965173244,1.27907168865204,0.00258251209743321,2.62303757667542,"Low","Low","Low","Low",143.9293397,-12.23946171
"Mantis Reef","MACRO",2012,0.00329113924050633,0.0112911945482538,79,0.00127035863732423,15012,"Far Northern",TRUE,0.0537255965173244,1.27907168865204,0.00258251209743321,2.62303757667542,"Low","Low","Low","Low",143.9293397,-12.23946171
"Mantis Reef","MSE",2012,0.0283544303797468,0.0436310398727385,79,0.00490887550656391,15012,"Far Northern",TRUE,0.0537255965173244,1.27907168865204,0.00258251209743321,2.62303757667542,"Low","Low","Low","Low",143.9293397,-12.23946171
